Date,City,Temperature,Humidity
2023-01-01,İstanbul,16.151138019759426,61.35153526868123
2023-01-02,Bursa,33.73563316655685,54.334652246451945
2023-01-03,Bursa,22.34983591908062,77.20976154409604
2023-01-04,İzmir,7.191748526305485,71.98370168410004
2023-01-05,Ankara,10.547860307029868,73.04858520723641
2023-01-06,Ankara,29.32385807362742,39.65250791409799
2023-01-07,İstanbul,6.653818662922081,56.47497762003312
2023-01-08,İstanbul,3.0623044164042135,30.34186810932418
2023-01-09,İzmir,18.130328686502295,49.42859429812873
2023-01-10,Bursa,-0.828551637795516,46.953947584181606
2023-01-11,İstanbul,8.418870144738918,38.64259415522146
2023-01-12,Ankara,5.574376514018805,83.275251648779
2023-01-13,Antalya,16.289236572491525,64.59660113664191
2023-01-14,İzmir,19.256596954965175,71.72119155409986
2023-01-15,İzmir,-0.1821332038567336,44.25615234370289
2023-01-16,İstanbul,22.216011317880927,79.64475085408907
2023-01-17,Ankara,18.295568528212787,50.13585431263064
2023-01-18,İstanbul,14.815879084612469,75.44438232337251
2023-01-19,Bursa,11.839917367565743,89.42070498586362
2023-01-20,İstanbul,32.573845017791086,47.42767134560498
2023-01-21,Bursa,15.192716233868051,85.0601668528615
2023-01-22,İstanbul,14.935250352848112,33.991138033006045
2023-01-23,İzmir,20.253330826685634,84.97979489915936
2023-01-24,Antalya,11.598104709530396,86.73528825089488
2023-01-25,Antalya,33.996659314581905,45.77842525965636
2023-01-26,İzmir,16.05472231001368,72.39346786264018
2023-01-27,İstanbul,-3.3405373470237842,62.06204014352168
2023-01-28,Antalya,7.070485066877726,62.48960350001243
2023-01-29,İstanbul,17.477573570757915,60.30673093095113
2023-01-30,Bursa,16.797976713449,37.45438502583693
2023-01-31,İstanbul,6.095406628173393,73.87935482263575
2023-02-01,Ankara,34.803090357269916,65.27284284240892
2023-02-02,İzmir,9.319605129175748,81.0222236859062
2023-02-03,Ankara,16.820497270766758,64.36414289403584
2023-02-04,Antalya,-1.6673930735654485,65.34474954199382
2023-02-05,Bursa,10.5094717350133,52.80663480220332
2023-02-06,Antalya,0.5344651566443481,74.96387070193124
2023-02-07,Bursa,1.3927030115724293,49.66711738619068
2023-02-08,Ankara,1.7614087900258069,43.409540230161184
2023-02-09,Ankara,8.683508032481742,68.37183743646509
2023-02-10,İzmir,20.694088945036647,77.42324875093803
2023-02-11,İstanbul,3.730291164521695,74.9295719240495
2023-02-12,Ankara,18.520916325945688,89.10600528077121
2023-02-13,Bursa,4.88342188421608,82.39451735633972
2023-02-14,İstanbul,8.942544377013807,34.54413817246301
2023-02-15,İstanbul,7.755014911297987,49.64531100770311
2023-02-16,İzmir,27.327075124381693,35.01668698528788
2023-02-17,İstanbul,4.644438656536725,55.33930783264461
2023-02-18,Bursa,34.574151719724526,45.46553490655607
2023-02-19,Antalya,5.026385928535371,72.65368146898999
2023-02-20,İzmir,10.864251442292169,31.838271761276694
2023-02-21,Antalya,-1.2284973899520057,82.16675734457648
2023-02-22,İzmir,24.207435203687908,41.91103476474306
2023-02-23,Bursa,26.71118014939958,86.80176979260622
2023-02-24,Bursa,22.935503087923138,84.35620799240141
2023-02-25,İzmir,19.48614289791383,66.49401425125609
2023-02-26,Ankara,2.644578005760687,48.44326639517129
2023-02-27,İzmir,31.650439317407887,32.02710731494841
2023-02-28,İzmir,7.79181495247753,80.73565827226828
2023-03-01,İstanbul,28.375875544722376,64.5264273542611
2023-03-02,İzmir,-3.8028471358994276,51.08525380285711
2023-03-03,Bursa,10.5838497969851,77.64383176908505
2023-03-04,Ankara,14.014344288493369,89.75834057976974
2023-03-05,Bursa,11.269820311773024,51.83866855143925
2023-03-06,İstanbul,25.948733838156425,78.55178018925203
2023-03-07,İstanbul,-1.1513878692404722,76.37775223380316
2023-03-08,İzmir,21.908946916305606,53.96798568304895
2023-03-09,İstanbul,31.19481351308758,58.05274105956086
2023-03-10,Bursa,20.431433935167046,58.867595234345245
2023-03-11,İzmir,18.073099262198255,78.09724556599022
2023-03-12,Bursa,31.432846945712832,67.21249584756697
2023-03-13,İstanbul,21.816356683836524,78.97465924801774
2023-03-14,İzmir,1.9436290307967363,69.28105226587556
2023-03-15,Bursa,6.820625580032779,83.35248009840112
2023-03-16,İzmir,0.8416032697179165,78.7503688081983
2023-03-17,Antalya,9.730327199383115,31.486492398234954
2023-03-18,İzmir,-2.33732643129966,30.040148972017903
2023-03-19,Bursa,15.233950026381258,45.35960737234227
2023-03-20,Bursa,10.978047556983569,79.04561865704648
2023-03-21,Antalya,17.187335146750925,54.72730193565428
2023-03-22,Ankara,14.798234873980263,87.13592832458468
2023-03-23,Ankara,22.672431509532597,55.05236349021863
2023-03-24,Bursa,31.72452038148581,35.72056196835956
2023-03-25,Antalya,13.885106734976844,42.258498015712924
2023-03-26,Antalya,7.225329227637349,89.16944697092748
2023-03-27,Ankara,26.770042369411424,45.700210198855274
2023-03-28,Bursa,2.4787200965854472,79.058142316203
2023-03-29,Bursa,0.11270429369384605,37.16797164849574
2023-03-30,İzmir,4.879530706291298,89.6012902649622
2023-03-31,Ankara,11.426420958137836,48.129913019612786
2023-04-01,Bursa,29.81300492479385,35.10952016283639
2023-04-02,İstanbul,17.70202236675546,64.27513291456299
2023-04-03,Antalya,1.7307283777719196,30.37702987395734
2023-04-04,Bursa,34.45183736668912,87.96594647112587
2023-04-05,İzmir,16.70093945879598,40.37972553711039
2023-04-06,Antalya,-0.44599877283996836,71.81718076716142
2023-04-07,Ankara,-2.456280662942323,66.87809136485433
2023-04-08,İzmir,19.87171904095078,39.765403781865366
2023-04-09,Antalya,21.732137276467792,32.79973261399383
2023-04-10,İzmir,12.89657060821305,57.88754925252593
